titles,links
Testing pseudo-linear models of responses to natural scenes in primate retina,http://biorxiv.org/content/early/2016/03/24/045336
"Escherichia coli populations adapt to complex, unpredictable fluctuations without any trade-offs across environments",http://biorxiv.org/content/early/2016/03/24/045369
Forward genetics by sequencing EMS variation induced inbred lines.,http://biorxiv.org/content/early/2016/03/24/045427
Assessing the measurement transfer function of single-cell RNA sequencing,http://biorxiv.org/content/early/2016/03/24/045450
Dual immunosensor based on methylene blue-electroadsorbed graphene oxide for rapid detection of influenza virus antigen,http://biorxiv.org/content/early/2016/03/23/045310
Modeling multi-particle complexes in stochastic chemical systems,http://biorxiv.org/content/early/2016/03/23/045435
Recent Cis-Trans Coevolution Driven by the Emergence of A Novel Gene in Drosophila,http://biorxiv.org/content/early/2016/03/23/045385
Synthesis of titanium dioxide thin films and its application in reducing microbial load of milk,http://biorxiv.org/content/early/2016/03/23/045179
Golden Spirals and Scalp Whorls: Nature's Own Design For Expansion,http://biorxiv.org/content/early/2016/03/23/043992
Single cell chemotactic responses of Helicobacter pylori to urea in a microfluidic chip,http://biorxiv.org/content/early/2016/03/23/045328
Self-assembly Controls Self-cleavage of HHR from ASBVd(-): a Combined SANS and Modeling Study.,http://biorxiv.org/content/early/2016/03/23/045054
Speciation by Symbiosis: The Microbiome and Behavior,http://biorxiv.org/content/early/2016/03/23/045195
"The behaviour of hoverfly larvae (Diptera, Syrphidae) lessens the effects of floral subsidy in agricultural landscapes",http://biorxiv.org/content/early/2016/03/23/045286
Human mismatch repair system corrects errors produced during lagging strand replication more effectively,http://biorxiv.org/content/early/2016/03/23/045278
Investigation of the Antimicrobial Activity of Soy Peptides by Developing a High Throughput Drug Screening Assay,http://biorxiv.org/content/early/2016/03/23/045294
Light sheet microscopy for everyone? Experience of building an OpenSPIM to study flatworm development,http://biorxiv.org/content/early/2016/03/23/045187
Infection avoidance behaviour: female fruit flies adjust foraging effort in response to internal and external cues of viral infection,http://biorxiv.org/content/early/2016/03/23/039750
Improving effect size estimation and statistical power with multi-echo fMRI and its impact on understanding the neural systems supporting mentalizing,http://biorxiv.org/content/early/2016/03/23/017350
Phylogenetic expression profiling reveals widespread coordinated evolution of gene expression,http://biorxiv.org/content/early/2016/03/22/045211
Neural codes of architectural styles,http://biorxiv.org/content/early/2016/03/22/045245
Diversity of fate outcomes in cell pairs under lateral inhibition,http://biorxiv.org/content/early/2016/03/22/032078
Adaptation in protein fitness landscapes is facilitated by indirect paths,http://biorxiv.org/content/early/2016/03/22/045096
Costs of Clock-Environment Misalignment in Individual Cyanobacterial Cells,http://biorxiv.org/content/early/2016/03/22/045146
Reticulate evolution is favoured in influenza niche switching.,http://biorxiv.org/content/early/2016/03/22/033514
"OPERA-LG: Efficient and exact scaffolding of large, repeat-rich eukaryotic genomes with performance guarantees",http://biorxiv.org/content/early/2016/03/22/020230
"A trail camera imagery dataset of contrasting shrub and open microsites within the Carrizo Plain National Monument, San Luis Obispo County, California",http://biorxiv.org/content/early/2016/03/22/044933
Balanced excitation and inhibition decorrelates visual feature representation in the mammalian inner retina,http://biorxiv.org/content/early/2016/03/22/040642
"Hybridization capture using RAD probes (hyRAD), a new tool for performing genomic analyses on museum collection specimens.",http://biorxiv.org/content/early/2016/03/22/025551
Genome sequence of tsetse bracoviruses: insights into symbiotic virus evolution,http://biorxiv.org/content/early/2016/03/21/045088
AuPairWise: a method to estimate RNA-seq replicability through co-expression,http://biorxiv.org/content/early/2016/03/21/044669
Mining Large Heterogeneous Cancer Data Sets Using Boolean Implications,http://biorxiv.org/content/early/2016/03/21/045021
A role for YY1 in sex-biased transcription revealed through X-linked promoter activity and allelic binding analyses,http://biorxiv.org/content/early/2016/03/21/044172
Detection of pathways affected by positive selection in primate lineages ancestral to humans,http://biorxiv.org/content/early/2016/03/21/044941
A Whole Blood Molecular Signature for Acute Myocardial Infarction,http://biorxiv.org/content/early/2016/03/21/045013
A conserved abundant cytoplasmic long noncoding RNA modulates repression by Pumilio proteins in human cells,http://biorxiv.org/content/early/2016/03/21/033423
Whole Genome Analysis of 132 Clinical Saccharomyces cerevisiae Strains Reveals Extensive Ploidy Variation,http://biorxiv.org/content/early/2016/03/21/044958
Construction and Experimental Validation of a Petri net Model of Wnt/β-catenin Signaling,http://biorxiv.org/content/early/2016/03/21/044966
Drosophila learn efficient paths to a food source,http://biorxiv.org/content/early/2016/03/21/033969
When three traits make a line: Evolution of phenotypic plasticity and genetic assimilation through linear reaction norms in stochastic environments,http://biorxiv.org/content/early/2016/03/21/034256
Hybrid asexuality as a primary reproductive barrier: on the interconnection between asexuality and speciation,http://biorxiv.org/content/early/2016/03/21/038299
Notions of similarity for computational biology models,http://biorxiv.org/content/early/2016/03/21/044818
CHITOSAN FROM Portunus Pelagicus IN THE SYNTHESIS OF REDUCED GOLD NANOPARTICLE AS POTENTIAL CARRIER FOR THE DELIVERY OF ERYTHROPOIETIN,http://biorxiv.org/content/early/2016/03/21/044875
Assemblytics: a web analytics tool for the detection of assembly-based variants,http://biorxiv.org/content/early/2016/03/20/044925
Identification of combinatorial and singular genomic signatures of host adaptation in influenza A H1N1 and H3N2 subtypes,http://biorxiv.org/content/early/2016/03/20/044909
Molecular Mechanisms for the Biological Storage of Renewable Energy,http://biorxiv.org/content/early/2016/03/20/028381
Antibody mediated epitope mimicry in the pathogenesis of Zika virus related disease,http://biorxiv.org/content/early/2016/03/19/044834
Understanding Wolbachia acquisition and co-divergence of hosts and their associated bacteria: Wolbachia infection in the Chorthippus parallelus hybrid zone,http://biorxiv.org/content/early/2016/03/19/044784
"Extent of EMT promotes invasive, contact-induced sliding on progressively narrower fiber-like tracks",http://biorxiv.org/content/early/2016/03/19/044800
Seven SNPs in the Coding Sequence of Leptin Receptor Gene in Long-term Selected Japanese Quail Lines,http://biorxiv.org/content/early/2016/03/19/044826
Growth Rate-Dependent Global Amplification of Gene Expression,http://biorxiv.org/content/early/2016/03/19/044735
Genomic epidemiology and global diversity of the emerging bacterial pathogen Elizabethkingia anophelis,http://biorxiv.org/content/early/2016/03/19/044792
Automated SWATH Data Analysis Using Targeted Extraction of Ion Chromatograms,http://biorxiv.org/content/early/2016/03/19/044552
Effects of Unleaded Petroleum on the Macrophage Aggregates (MA) formation in Red King tilapia (Oreochromis sp.) Fingerlings,http://biorxiv.org/content/early/2016/03/19/044537
An atypical role for the myeloid receptor Mincle in CNS injury,http://biorxiv.org/content/early/2016/03/19/044602
Many long intergenic non-coding RNAs distally regulate mRNA gene expression levels,http://biorxiv.org/content/early/2016/03/19/044719
Zika Virus Disease: A Simple Model Approach to Rapid Impact Assessment,http://biorxiv.org/content/early/2016/03/19/044248
Projection-specific visual feature encoding by layer 5 cortical subnetworks.,http://biorxiv.org/content/early/2016/03/18/028910
Contour junctions underlie neural representations of scene categories in high-level human visual cortex,http://biorxiv.org/content/early/2016/03/18/044156
Modeling Chromosome Maintenance as a Property of Cell Cycle in Saccharomyces cerevisiae,http://biorxiv.org/content/early/2016/03/18/044339
NanoSim: nanopore sequence read simulator based on statistical characterization,http://biorxiv.org/content/early/2016/03/18/044545.1
Probing the causal role of prestimulus interregional synchrony for perceptual integration via tACS,http://biorxiv.org/content/early/2016/03/18/044636
Abrupt transitions to tumor extinction: A quasispecies phenotypic model,http://biorxiv.org/content/early/2016/03/18/044644
ACE: adaptive cluster expansion for maximum entropy graphical model inference,http://biorxiv.org/content/early/2016/03/18/044677
Gene Transfer to the Outflow Tract,http://biorxiv.org/content/early/2016/03/18/044396
Quantification of Focal Outflow Enhancement using Differential Canalograms,http://biorxiv.org/content/early/2016/03/18/044503
Differential Canalograms Detect Outflow Changes from Trabecular Micro-Bypass Stents and Ab Interno Trabeculectomy,http://biorxiv.org/content/early/2016/03/18/044487
Contrasting avoidance - tolerance in heat stress response from thermally contrasting climates in Arabidopsis thaliana,http://biorxiv.org/content/early/2016/03/18/044461
Novel Covariance-Based Neutrality Test of Time-Series Data Reveals Asymmetries in Ecological and Economic Systems,http://biorxiv.org/content/early/2016/03/18/044495
Adaptive divergence in transcriptome response to heat and acclimation in Arabidopsis thaliana plants from contrasting climates.,http://biorxiv.org/content/early/2016/03/18/044446
A Structural and Functional View of Polypharmacology,http://biorxiv.org/content/early/2016/03/18/044289
Unusual intragenic suppression of an IFT52 gene disruption links hypoxia to the intraflagellar transport in Tetrahymena thermophila.,http://biorxiv.org/content/early/2016/03/17/044420
Experimental tests of the quantum property of protein folding,http://biorxiv.org/content/early/2016/03/17/044230
"Devil in the details: growth, productivity, and extinction risk of a data-sparse devil ray",http://biorxiv.org/content/early/2016/03/17/043885
Genomic data reveal similar genetic differentiation between invertebrates living under and on a riverine floodplain,http://biorxiv.org/content/early/2016/03/17/044073
Evolution of HIV virulence in response to widespread scale up of antiretroviral therapy: a modeling study,http://biorxiv.org/content/early/2016/03/17/039560
Evaluation of a Computational Diagnostic for Epistasis in Plant Breeding Populations,http://biorxiv.org/content/early/2016/03/17/044453
Genomic and Metagenomic Analyses Reveal Parallel Ecological Divergence in Heliosperma pusillum (Caryophyllaceae),http://biorxiv.org/content/early/2016/03/17/044354
